태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,제공기관코드,제공기관명
알비태양광발전소,전북특별자치도 부안군 부안읍 신흥길 35,전북특별자치도 부안군 부안읍 신흥리 724-1,35.70372235,126.7286429,,정상가동,123.76,380,60,2025,발전사업,2023-08-08,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
㈜혜성쏠라2호태양광발전소,,전북특별자치도 부안군 부안읍 신흥리 536-15,35.68373221,126.7172327,,정상가동,948.6,22900,60,2025,발전사업,2018-07-03,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
㈜혜성쏠라1호태양광발전소,,전북특별자치도 부안군 부안읍 신흥리 536,35.68297999,126.7163738,,정상가동,948.6,22900,60,2025,발전사업,2018-07-03,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
정욱1호태양광발전소,전북특별자치도 부안군 부안읍 선돌로 125-40,전북특별자치도 부안군 부안읍 신흥리 279-22,35.68665051,126.7288666,,정상가동,99.96,220+380,60,2025,발전사업,2023-04-03,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
정욱2호태양광발전소,전북특별자치도 부안군 부안읍 선돌로 125-40,전북특별자치도 부안군 부안읍 신흥리 279-22,35.68665051,126.7288666,,정상가동,24.99,220+380,60,2025,발전사업,2023-04-03,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
종기1호태양광발전소,전북특별자치도 부안군 부안읍 선돌로 125-40,전북특별자치도 부안군 부안읍 신흥리 279-22,35.68665051,126.7288666,,정상가동,498.75,380,60,2025,발전사업,2020-06-23,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
교진태양광발전소,전북특별자치도 부안군 부안읍 선돌로 106-1,전북특별자치도 부안군 부안읍 신흥리 242-2,35.6912499,126.7264304,,정상가동,42,220+380,60,2025,발전사업,2023-09-04,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
방열2호태양광발전소,전북특별자치도 부안군 부안읍 명당길 54-35,전북특별자치도 부안군 부안읍 신운리 48-2,35.73135489,126.7498346,,정상가동,62.4,380,60,2025,발전사업,2019-06-25,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
방열1호태양광발전소,,전북특별자치도 부안군 부안읍 신운리 48,35.73233758,126.7494569,,정상가동,366.6,380,60,2025,발전사업,2019-06-27,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
가야2호태양광발전소,전북특별자치도 부안군 백산면 가다리들길 93-85,전북특별자치도 부안군 백산면 죽림리 1087-13,35.66471533,126.7486709,,정상가동,400,380,60,2025,발전사업,2022-08-30,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
상경2호태양광발전소,전북특별자치도 부안군 백산면 가다리들길 93-83,전북특별자치도 부안군 백산면 죽림리 1087-12,35.66501001,126.7487358,,정상가동,99.9,380,60,2025,발전사업,2023-09-27,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
안성태양광발전소,전북특별자치도 부안군 동진면 문포로 375-45,전북특별자치도 부안군 동진면 안성리 1738-4,35.78672159,126.742011,,정상가동,99.6,380,60,2025,발전사업,2020-03-05,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
신 태양광발전소1호,전북특별자치도 부안군 동진면 안성운산길 86-14,전북특별자치도 부안군 동진면 안성리 1565,35.77684601,126.7514355,,정상가동,98.28,380,60,2025,발전사업,2023-01-11,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
신 태양광발전소2호,전북특별자치도 부안군 동진면 안성운산길 86-14,전북특별자치도 부안군 동진면 안성리 1565,35.77684601,126.7514355,,정상가동,98.28,380,60,2025,발전사업,2023-01-11,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
신 태양광발전소3호,전북특별자치도 부안군 동진면 안성운산길 86-14,전북특별자치도 부안군 동진면 안성리 1565,35.77684601,126.7514355,,정상가동,98.28,380,60,2025,발전사업,2023-01-11,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
신 태양광발전소4호,전북특별자치도 부안군 동진면 안성운산길 86-14,전북특별자치도 부안군 동진면 안성리 1565,35.77684601,126.7514355,,정상가동,98.28,380,60,2025,발전사업,2023-01-11,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
신봉창고2호,전북특별자치도 부안군 동진면 석정로 38-1,전북특별자치도 부안군 동진면 봉황리 504-1,35.74324982,126.7293704,,정상가동,299.75,380,60,2025,발전사업,2018-05-21,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
귀일제삼태양광발전소,,전북특별자치도 부안군 동진면 당상리 67,35.7553635,126.7130203,,정상가동,183.96,380,60,2025,발전사업,2019-02-26,전북특별자치도,1825,2025-11-03,4791000,전북특별자치도 부안군
해뜸태양광발전소,,전북특별자치도 부안군 동진면 당상리 539-4,35.75244917,126.7045713,,정상가동,198.9,380,60,2025,발전사업,2018-04-04,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
김경기2호태양광발전소,,전북특별자치도 부안군 동진면 내기리 49-1,35.74683459,126.7555757,,정상가동,19.64,220+380,60,2025,발전사업,2023-07-21,전북특별자치도 부안군,90.09,2025-11-03,4791000,전북특별자치도 부안군
빛나라태양광발전소,전북특별자치도 부안군 계화면 새포로 465-122,전북특별자치도 부안군 계화면 창북리 4513-1,35.77912202,126.6871624,,정상가동,99.9,380,60,2025,발전사업,2021-01-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
좋아라태양광발전소,전북특별자치도 부안군 계화면 새포로 465-122,전북특별자치도 부안군 계화면 창북리 4513-1,35.77912202,126.6871624,,정상가동,99.9,380,60,2025,발전사업,2021-01-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
솟아라태양광발전소,전북특별자치도 부안군 계화면 새포로 465-122,전북특별자치도 부안군 계화면 창북리 4513-1,35.77912202,126.6871624,,정상가동,55.08,380,60,2025,발전사업,2021-01-13,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
계화농장태양광발전소,전북특별자치도 부안군 계화면 새포로 465-122,전북특별자치도 부안군 계화면 창북리 4513-1,35.77912202,126.6871624,,정상가동,99.9,380,60,2025,발전사업,2019-09-30,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
대한태양광발전소,전북특별자치도 부안군 계화면 새포로 651-13,전북특별자치도 부안군 계화면 창북리 4466-12,35.77595659,126.7058368,,정상가동,499.73,380,60,2025,발전사업,2023-08-16,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
금산1태양광발전소,전북특별자치도 부안군 계화면 새포로 595-247,전북특별자치도 부안군 계화면 창북리 4239-5,35.79501649,126.6965562,,정상가동,99.96,380,60,2025,발전사업,2023-02-24,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
금산3태양광발전소,전북특별자치도 부안군 계화면 새포로 595-247,전북특별자치도 부안군 계화면 창북리 4239-5,35.79501649,126.6965562,,정상가동,99.96,380,60,2025,발전사업,2023-02-24,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
금산2태양광발전소,전북특별자치도 부안군 계화면 새포로 595-247,전북특별자치도 부안군 계화면 창북리 4239-5,35.79501649,126.6965562,,정상가동,99.96,380,60,2025,발전사업,2023-02-24,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
금산태양광발전소,전북특별자치도 부안군 계화면 새포로 595-247,전북특별자치도 부안군 계화면 창북리 4239-5,35.79501649,126.6965562,,정상가동,499.66,380,60,2025,발전사업,2020-02-11,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
백두대간1호태양광발전소,,전북특별자치도 부안군 계화면 창북리 37,35.76318275,126.7062462,,정상가동,99.28,380,60,2025,발전사업,2019-01-17,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
백두대간2호태양광발전소,,전북특별자치도 부안군 계화면 창북리 37,35.76318275,126.7062462,,정상가동,99.28,380,60,2025,발전사업,2019-01-17,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
한국농어촌공사 부안지사(계화8발전소),전북특별자치도 부안군 계화면 계화3길 96-160,전북특별자치도 부안군 계화면 창북리 3149,35.79234868,126.6605858,,정상가동,990,22900,60,2025,발전사업,2020-12-29,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
수성태양광발전소,전북특별자치도 부안군 계화면 의복로 118-78,전북특별자치도 부안군 계화면 의복리 1731,35.75134504,126.657704,,정상가동,292,380,60,2025,발전사업,2018-08-23,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
탑태양광발전소,전북특별자치도 부안군 계화면 의복로 118-80,전북특별자치도 부안군 계화면 의복리 1730-1,35.75164767,126.6576375,,정상가동,292,380,60,2025,발전사업,2018-08-23,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
나래2 태양광발전소,전북특별자치도 부안군 계화면 새포로 683-193,전북특별자치도 부안군 계화면 양산리 2535-6,35.79320656,126.7067165,,정상가동,499.5,380,60,2025,발전사업,2022-02-09,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
나봄2 태양광발전소,전북특별자치도 부안군 계화면 새포로 683-197,전북특별자치도 부안군 계화면 양산리 2535-5,35.79365254,126.7066572,,정상가동,499.5,380,60,2025,발전사업,2022-02-09,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
나래1태양광발전소,전북특별자치도 부안군 계화면 새포로 683-207,전북특별자치도 부안군 계화면 양산리 2535-3,35.79458031,126.706516,,정상가동,499.5,380,60,2025,발전사업,2022-02-09,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
나봄1태양광발전소,전북특별자치도 부안군 계화면 새포로 683-217,전북특별자치도 부안군 계화면 양산리 2535-1,35.79551062,126.7063786,,정상가동,609,22900,60,2025,발전사업,2022-02-09,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
해드림발전소1호,전북특별자치도 부안군 계화면 새포로 861-120,전북특별자치도 부안군 계화면 양산리 2457-8,35.78971993,126.7287904,,정상가동,250,380,60,2025,발전사업,2023-09-25,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
해드림발전소2호,전북특별자치도 부안군 계화면 새포로 861-120,전북특별자치도 부안군 계화면 양산리 2457-8,35.78971993,126.7287904,,정상가동,499.9,380,60,2025,발전사업,2023-09-25,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
누리태양광발전소,전북특별자치도 부안군 계화면 새포로 861-140,전북특별자치도 부안군 계화면 양산리 2457-4,35.79131915,126.7288795,,정상가동,897.84,22900,60,2025,발전사업,2020-01-15,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
양산태양광발전소,,전북특별자치도 부안군 계화면 양산리 2332,35.77078409,126.7149927,,정상가동,130.68,380,60,2025,발전사업,2018-11-22,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
궁안1호태양광,전북특별자치도 부안군 계화면 간재로 655-121,전북특별자치도 부안군 계화면 궁안리 2409-8,35.76093848,126.6702931,,정상가동,499.25,22900,60,2025,발전사업,2019-08-21,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
현덕3호태양광발전소,전북특별자치도 부안군 계화면 간재로 655-107,전북특별자치도 부안군 계화면 궁안리 2409-5,35.76219371,126.6708665,,정상가동,199.68,380,60,2025,발전사업,2019-06-05,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
현덕5호태양광발전소,전북특별자치도 부안군 계화면 간재로 655-107,전북특별자치도 부안군 계화면 궁안리 2409-5,35.76219371,126.6708665,,정상가동,199.68,380,60,2025,발전사업,2019-06-05,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
현덕2호태양광발전소,전북특별자치도 부안군 계화면 간재로 655-101,전북특별자치도 부안군 계화면 궁안리 2409-4,35.76262874,126.6710268,,정상가동,199.68,380,60,2025,발전사업,2019-05-21,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
현덕1호태양광발전소,전북특별자치도 부안군 계화면 간재로 655-101,전북특별자치도 부안군 계화면 궁안리 2409-4,35.76262874,126.6710268,,정상가동,199.68,380,60,2025,발전사업,2019-05-21,전북특별자치도,,2025-11-03,4791000,전북특별자치도 부안군
한나태양광발전소,전북특별자치도 부안군 계화면 간재로 709-162,전북특별자치도 부안군 계화면 궁안리 2403-17,35.75889525,126.6624072,,정상가동,44.17,380,60,2025,발전사업,2024-01-05,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
자연태양광,전북특별자치도 부안군 계화면 간재로 709-160,전북특별자치도 부안군 계화면 궁안리 2403-15,35.75961568,126.662392,,정상가동,199.92,22900,60,2025,발전사업,2022-12-08,전북특별자치도 부안군,,2025-11-03,4791000,전북특별자치도 부안군
