태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,제공기관코드,제공기관명
심곡에너지,,충청남도 논산시 광석면 사월리 55-17,36.256509250,127.106258200,,정상가동,200,380,60,2015,발전사업용,2015-08-03,충청남도 논산시 지역경제과,1644,2025-12-28,4540000,충청남도 논산시
우화에너지,,충청남도 논산시 광석면 사월리 55-16,36.256733710,127.106144400,,정상가동,200,380,60,2015,발전사업용,2015-08-03,충청남도 논산시 지역경제과,1643,2025-12-28,4540000,충청남도 논산시
현주에너지,충청남도 논산시 광석면 논산평야로1119번길 76-47,충청남도 논산시 광석면 사월리 55-6,36.256294540,127.106472100,,정상가동,150,380,60,2015,발전사업용,2015-08-03,충청남도 논산시 지역경제과,1643,2025-12-28,4540000,충청남도 논산시
DS쏠라테크,충청남도 논산시 연무읍 동안로950번길 62,충청남도 논산시 연무읍 동산리 580,36.128162350,127.113668000,,정상가동,199.8,380,60,2015,발전사업용,2015-07-17,충청남도 논산시 지역경제과,3831,2025-12-28,4540000,충청남도 논산시
DS쏠라테크지구,,충청남도 논산시 연무읍 동산리 575-2,36.127696010,127.112762200,,정상가동,199.8,380,60,2015,발전사업용,2015-07-17,충청남도 논산시 지역경제과,3034,2025-12-28,4540000,충청남도 논산시
가야고내 태양광,,충청남도 논산시 연무읍 고내리 721,36.082566230,127.107461800,,정상가동,250,380,60,2015,발전사업용,2015-07-17,충청남도 논산시 지역경제과,3942,2025-12-28,4540000,충청남도 논산시
선학 태양광발전소,,충청남도 논산시 상월면 대명리 265-23,36.306667380,127.175925900,,정상가동,99,380,60,2015,발전사업용,2015-07-15,충청남도 논산시 지역경제과,1438,2025-12-28,4540000,충청남도 논산시
선애 태양광발전소,,충청남도 논산시 상월면 대명리 265-2,36.306844512,127.176034444,,정상가동,99,380,60,2015,발전사업용,2015-07-15,충청남도 논산시 지역경제과,1432,2025-12-28,4540000,충청남도 논산시
써니싸이드,,충청남도 논산시 성동면 우곤리 163-19,36.196535950,127.003784789,,정상가동,99.45,380,60,2015,발전사업용,2015-07-13,충청남도 논산시 지역경제과,1332,2025-12-28,4540000,충청남도 논산시
케이엔쏠라,,충청남도 논산시 성동면 우곤리 163-17,36.196893860,127.004749600,,정상가동,99.45,380,60,2015,발전사업용,2015-07-09,충청남도 논산시 지역경제과,1190,2025-12-28,4540000,충청남도 논산시
PK에너지,,충청남도 논산시 성동면 우곤리 163-16,36.196841910,127.004449300,,정상가동,99.45,380,60,2015,발전사업용,2015-07-09,충청남도 논산시 지역경제과,1151,2025-12-28,4540000,충청남도 논산시
힐싸이드,충청남도 논산시 성동면 금백로 590,충청남도 논산시 성동면 우곤리 163-4,36.196674170,127.004340900,,정상가동,99.45,380,60,2015,발전사업용,2015-07-09,충청남도 논산시 지역경제과,1254,2025-12-28,4540000,충청남도 논산시
쏠라시즌,충청남도 논산시 성동면 금백로 590,충청남도 논산시 성동면 우곤리 163-4,36.196674170,127.004340900,,정상가동,99.45,380,60,2015,발전사업용,2015-07-09,충청남도 논산시 지역경제과,1510,2025-12-28,4540000,충청남도 논산시
형제인아트 태양광발전소,충청남도 논산시 연산면 선비로646번길 65-54,충청남도 논산시 연산면 백석리 185-53,36.245702430,127.185811200,,정상가동,90.63,380,60,2015,발전사업용,2015-07-06,충청남도 논산시 지역경제과,600,2025-12-28,4540000,충청남도 논산시
우곤원에너지,,충청남도 논산시 성동면 우곤리 760,36.193154077,126.998730073,,정상가동,350,380,60,2015,발전사업용,2015-07-01,충청남도 논산시 지역경제과,3099,2025-12-28,4540000,충청남도 논산시
성동원에너지,,충청남도 논산시 성동면 우곤리 760-1,36.193847580,126.998250300,,정상가동,400,380,60,2015,발전사업용,2015-07-01,충청남도 논산시 지역경제과,3099,2025-12-28,4540000,충청남도 논산시
자연 태양광발전소,,충청남도 논산시 상월면 숙진리 92-1,36.254153685,127.154623100,,정상가동,99,380,60,2016,발전사업용,2016-06-13,충청남도 논산시 지역경제과,1342,2025-12-28,4540000,충청남도 논산시
동암 태양광발전소,,충청남도 논산시 상월면 숙진리 92-27,36.254021010,127.154579400,,정상가동,99,380,60,2016,발전사업용,2016-06-13,충청남도 논산시 지역경제과,1607,2025-12-28,4540000,충청남도 논산시
준 태양광발전소,,충청남도 논산시 상월면 숙진리 92-1,36.254153685,127.154623100,,정상가동,99,380,60,2016,발전사업용,2016-06-13,충청남도 논산시 지역경제과,1371,2025-12-28,4540000,충청남도 논산시
재명 태양광발전소,,충청남도 논산시 상월면 숙진리 92-31,36.254322560,127.155165900,,정상가동,99,380,60,2016,발전사업용,2016-06-13,충청남도 논산시 지역경제과,1371,2025-12-28,4540000,충청남도 논산시
완주 태양광발전소,,충청남도 논산시 노성면 병사리 490,36.271995260,127.098191000,,정상가동,99.2,380,60,2016,발전사업용,2016-05-18,충청남도 논산시 지역경제과,610.21,2025-12-28,4540000,충청남도 논산시
뉴양호 태양광발전소,,충청남도 논산시 노성면 병사리 491-2,36.272185260,127.098288900,,정상가동,99.2,380,60,2016,발전사업용,2016-05-18,충청남도 논산시 지역경제과,610.21,2025-12-28,4540000,충청남도 논산시
뉴선옥 태양광발전소,,충청남도 논산시 노성면 병사리 489,36.271786560,127.098004100,,정상가동,99.2,380,60,2016,발전사업용,2016-05-18,충청남도 논산시 지역경제과,610.21,2025-12-28,4540000,충청남도 논산시
효 태양광,,충청남도 논산시 가야곡면 두월리 517,36.155403190,127.137571404,,정상가동,495,380,60,2016,발전사업용,2016-05-02,충청남도 논산시 지역경제과,6145,2025-12-28,4540000,충청남도 논산시
원골3 태양광발전소,,충청남도 논산시 노성면 송당리 321-4,36.265370280,127.110130500,,정상가동,99.705,380,60,2016,발전사업용,2016-04-08,충청남도 논산시 지역경제과,1142,2025-12-28,4540000,충청남도 논산시
원골2 태양광발전소,,충청남도 논산시 노성면 송당리 321-3,36.265515493,127.110273700,,정상가동,99.705,380,60,2016,발전사업용,2016-04-08,충청남도 논산시 지역경제과,830,2025-12-28,4540000,충청남도 논산시
원골1 태양광발전소,,충청남도 논산시 노성면 송당리 321,36.265716319,127.110263291,,정상가동,99.705,380,60,2016,발전사업용,2016-04-08,충청남도 논산시 지역경제과,1161,2025-12-28,4540000,충청남도 논산시
지호 태양광발전소,충청남도 논산시 광석면 명재로200번길 82,충청남도 논산시 광석면 율리 66-8,36.265871270,127.096391600,,정상가동,99.705,380,60,2016,발전사업용,2016-03-28,충청남도 논산시 지역경제과,550,2025-12-28,4540000,충청남도 논산시
한미 태양광발전소,충청남도 논산시 광석면 명재로200번길 76,충청남도 논산시 광석면 율리 66-5,36.266256080,127.096031000,,정상가동,99.705,380,60,2016,발전사업용,2016-03-28,충청남도 논산시 지역경제과,528,2025-12-28,4540000,충청남도 논산시
무지개 태양광발전소,,충청남도 논산시 광석면 율리 64-11,36.266054550,127.095600901,,정상가동,99.705,380,60,2016,발전사업용,2016-03-28,충청남도 논산시 지역경제과,638,2025-12-28,4540000,충청남도 논산시
OS 태양광발전소,충청남도 논산시 광석면 명재로200번길 74-7,충청남도 논산시 광석면 율리 66-15,36.266213480,127.095163500,,정상가동,99.705,380,60,2016,발전사업용,2016-03-28,충청남도 논산시 지역경제과,704,2025-12-28,4540000,충청남도 논산시
성용 태양광발전소,충청남도 논산시 광석면 명재로200번길 74-6,충청남도 논산시 광석면 율리 66-4,36.266458980,127.095449652,,정상가동,99.705,380,60,2016,발전사업용,2016-03-28,충청남도 논산시 지역경제과,572,2025-12-28,4540000,충청남도 논산시
미혜2 태양광발전소,충청남도 논산시 광석면 명재로200번길 74-2,충청남도 논산시 광석면 율리 66-13,36.266542940,127.095827400,,정상가동,99.705,380,60,2016,발전사업용,2016-03-28,충청남도 논산시 지역경제과,602,2025-12-28,4540000,충청남도 논산시
삼영 태양광발전소2호,충청남도 논산시 은진면 매죽헌로 560,충청남도 논산시 은진면 시묘리 792,36.133468120,127.139295500,,정상가동,499.5,380,60,2016,발전사업용,2016-03-07,충청남도 논산시 지역경제과,6516.96,2025-12-28,4540000,충청남도 논산시
석종리 태양광발전소,충청남도 논산시 상월면 계룡산로 383-30,충청남도 논산시 상월면 석종리 598-5,36.317985850,127.170539400,,정상가동,99,380,60,2015,발전사업용,2015-12-29,충청남도 논산시 지역경제과,553.76,2025-12-28,4540000,충청남도 논산시
왕덕리 태양광발전소,충청남도 논산시 부적면 부인길 19-257,충청남도 논산시 부적면 왕덕리 572-12,36.221433750,127.102786100,,정상가동,98.325,380,60,2015,발전사업용,2015-12-14,충청남도 논산시 지역경제과,477.48,2025-12-28,4540000,충청남도 논산시
칠색에너지 태양광2호,,충청남도 논산시 노성면 하도리 334,36.248091733,127.132677572,,정상가동,99,380,60,2015,발전사업용,2015-12-18,충청남도 논산시 지역경제과,1928,2025-12-28,4540000,충청남도 논산시
천지인 태양광,,충청남도 논산시 노성면 하도리 334-3,36.247507471,127.133075300,,정상가동,50,380,60,2015,발전사업용,2015-12-18,충청남도 논산시 지역경제과,964,2025-12-28,4540000,충청남도 논산시
유상 태양광2호,,충청남도 논산시 노성면 하도리 334-2,36.247692500,127.132895100,,정상가동,99,380,60,2015,발전사업용,2015-12-18,충청남도 논산시 지역경제과,1928,2025-12-28,4540000,충청남도 논산시
강남에너지,,충청남도 논산시 노성면 하도리 334-4,36.247352140,127.133188200,,정상가동,50,380,60,2015,발전사업용,2015-12-18,충청남도 논산시 지역경제과,964,2025-12-28,4540000,충청남도 논산시
신양 태양광발전소,충청남도 논산시 가야곡면 강청1길 8-53,충청남도 논산시 가야곡면 강청리 264-4,36.138241710,127.166943200,,정상가동,98.28,380,60,2015,발전사업용,2015-11-16,충청남도 논산시 지역경제과,1625,2025-12-28,4540000,충청남도 논산시
성호,충청남도 논산시 가야곡면 강청1길 8-55,충청남도 논산시 가야곡면 강청리 264-1,36.138394220,127.166841600,,정상가동,98.28,380,60,2015,발전사업용,2015-11-16,충청남도 논산시 지역경제과,1435,2025-12-28,4540000,충청남도 논산시
대명 태양광발전소,충청남도 논산시 상월면 대명길 37-17,충청남도 논산시 상월면 석종리 59-19,36.305156220,127.168526000,,정상가동,99.96,380,60,2015,발전사업용,2015-09-25,충청남도 논산시 지역경제과,585.48,2025-12-28,4540000,충청남도 논산시
트레이드맨태양광발전소,충청남도 논산시 광석면 천동2길 40-33,충청남도 논산시 광석면 천동리 302-1,36.240186870,127.091769400,,정상가동,40,380,60,2015,발전사업용,2015-09-25,충청남도 논산시 지역경제과,226,2025-12-28,4540000,충청남도 논산시
신한EPSS,,충청남도 논산시 상월면 대명리 266-75,36.307016475,127.180014700,,정상가동,98.28,380,60,2016,발전사업용,2016-10-04,충청남도 논산시 지역경제과,1588,2025-12-28,4540000,충청남도 논산시
가연에너지,,충청남도 논산시 상월면 대명리 266-115,36.306874750,127.179876600,,정상가동,98.28,380,60,2016,발전사업용,2016-10-04,충청남도 논산시 지역경제과,1575,2025-12-28,4540000,충청남도 논산시
DH 태양광발전소,,충청남도 논산시 상월면 대명리 266-116,36.306710250,127.179544300,,정상가동,98.28,380,60,2016,발전사업용,2016-10-04,충청남도 논산시 지역경제과,1601,2025-12-28,4540000,충청남도 논산시
아산시스템,,충청남도 논산시 상월면 대명리 266-117,36.306502750,127.179513000,,정상가동,98.28,380,60,2016,발전사업용,2016-10-04,충청남도 논산시 지역경제과,1646,2025-12-28,4540000,충청남도 논산시
대우 태양광발전소,,충청남도 논산시 노성면 하도리 363-8,36.250511723,127.132074200,,정상가동,99,380,60,2016,발전사업용,2016-08-29,충청남도 논산시 지역경제과,1650,2025-12-28,4540000,충청남도 논산시
오로라 태양광발전소,,충청남도 논산시 노성면 하도리 363-7,36.250833980,127.132359800,,정상가동,99,380,60,2016,발전사업용,2016-08-29,충청남도 논산시 지역경제과,1650,2025-12-28,4540000,충청남도 논산시
신교8호 태양광발전소,충청남도 논산시 부적면 예학로2길 44,충청남도 논산시 부적면 신교리 41-11,36.194871600,127.152012400,,정상가동,98.56,380,60,2016,발전사업용,2016-08-26,충청남도 논산시 지역경제과,1109,2025-12-28,4540000,충청남도 논산시
신교7호 태양광발전소,충청남도 논산시 부적면 예학로2길 46-12,충청남도 논산시 부적면 신교리 41-4,36.194633670,127.151503400,,정상가동,98.56,380,60,2016,발전사업용,2016-08-26,충청남도 논산시 지역경제과,1455,2025-12-28,4540000,충청남도 논산시
신교6호 태양광발전소,,충청남도 논산시 부적면 신교리 165-16,36.195296850,127.150973700,,정상가동,98.56,380,60,2016,발전사업용,2016-08-26,충청남도 논산시 지역경제과,1214,2025-12-28,4540000,충청남도 논산시
신교2호 태양광발전소,,충청남도 논산시 부적면 신교리 42-59,36.194571491,127.152759600,,정상가동,99.225,380,60,2016,발전사업용,2016-08-26,충청남도 논산시 지역경제과,1175,2025-12-28,4540000,충청남도 논산시
한성1호 태양광발전소,,충청남도 논산시 가야곡면 두월리 88,36.159100924,127.147715175,,정상가동,495,380,60,2016,발전사업용,2016-08-18,충청남도 논산시 지역경제과,3211,2025-12-28,4540000,충청남도 논산시
신교4호 태양광발전소,,충청남도 논산시 부적면 신교리 41-7,36.195071630,127.150987200,,정상가동,496.125,380,60,2016,발전사업용,2016-08-18,충청남도 논산시 지역경제과,3335,2025-12-28,4540000,충청남도 논산시
신교5호 태양광발전소,,충청남도 논산시 부적면 신교리 41-8,36.194746340,127.150868400,,정상가동,98.56,380,60,2016,발전사업용,2016-08-18,충청남도 논산시 지역경제과,1967,2025-12-28,4540000,충청남도 논산시
신교9호 태양광발전소,,충청남도 논산시 부적면 신교리 42-48,36.194651949,127.152206913,,정상가동,49.28,380,60,2016,발전사업용,2016-08-18,충청남도 논산시 지역경제과,800,2025-12-28,4540000,충청남도 논산시
신교3호 태양광발전소,,충청남도 논산시 부적면 신교리 165-3,36.195150220,127.150630600,,정상가동,496.125,380,60,2016,발전사업용,2016-08-18,충청남도 논산시 지역경제과,6639,2025-12-28,4540000,충청남도 논산시
신교1호 태양광발전소,,충청남도 논산시 부적면 신교리 39-4,36.195264931,127.152390607,,정상가동,496.125,380,60,2016,발전사업용,2016-08-18,충청남도 논산시 지역경제과,7226.8,2025-12-28,4540000,충청남도 논산시
신바람 태양광발전소,,충청남도 논산시 부적면 신교리 162-4,36.194237070,127.151496600,,정상가동,496.125,380,60,2016,발전사업용,2016-08-18,충청남도 논산시 지역경제과,6881,2025-12-28,4540000,충청남도 논산시
최고 태양광발전소,,충청남도 논산시 연무읍 금곡리 424-2,36.115183370,127.087121700,,정상가동,99.225,380,60,2016,발전사업용,2016-07-29,충청남도 논산시 지역경제과,1500,2025-12-28,4540000,충청남도 논산시
멋진 태양광발전소,,충청남도 논산시 연무읍 금곡리 424-2,36.115183370,127.087121700,,정상가동,99.225,380,60,2016,발전사업용,2016-07-29,충청남도 논산시 지역경제과,1500,2025-12-28,4540000,충청남도 논산시
지산 태양광발전소 2호기,충청남도 논산시 계백로 1206-7,충청남도 논산시 지산동 747,36.209563260,127.109905400,,정상가동,94.86,380,60,2016,발전사업용,2016-07-11,충청남도 논산시 지역경제과,6379,2025-12-28,4540000,충청남도 논산시
지산 태양광발전소 1호기,충청남도 논산시 계백로 1206-5,충청남도 논산시 지산동 739-2,36.210192092,127.109208521,,정상가동,94.86,380,60,2016,발전사업용,2016-07-11,충청남도 논산시 지역경제과,4866,2025-12-28,4540000,충청남도 논산시
우주 태양광발전소,,충청남도 논산시 상월면 숙진리 257-11,36.250878102,127.150206069,,정상가동,98.28,380,60,2016,발전사업용,2016-07-05,충청남도 논산시 지역경제과,1641,2025-12-28,4540000,충청남도 논산시
미소 태양광발전소,,충청남도 논산시 상월면 숙진리 257-17,36.250381881,127.150969484,,정상가동,98.28,380,60,2016,발전사업용,2016-07-05,충청남도 논산시 지역경제과,1394,2025-12-28,4540000,충청남도 논산시
미래발전,,충청남도 논산시 상월면 숙진리 257-12,36.250532230,127.150548165,,정상가동,98.28,380,60,2016,발전사업용,2016-07-05,충청남도 논산시 지역경제과,1512,2025-12-28,4540000,충청남도 논산시
해선 에너지,,충청남도 논산시 상월면 숙진리 257-15,36.250995770,127.151208656,,정상가동,98.28,380,60,2016,발전사업용,2016-07-05,충청남도 논산시 지역경제과,1587,2025-12-28,4540000,충청남도 논산시
소초킹썬 에너지,,충청남도 논산시 상월면 숙진리 257-16,36.250770480,127.151176100,,정상가동,98.28,380,60,2016,발전사업용,2016-07-05,충청남도 논산시 지역경제과,1527,2025-12-28,4540000,충청남도 논산시
예담1호 태양광발전소,,충청남도 논산시 상월면 숙진리 257-17,36.250381881,127.150969484,,정상가동,98.28,380,60,2016,발전사업용,2016-07-05,충청남도 논산시 지역경제과,1883,2025-12-28,4540000,충청남도 논산시
우리 태양광발전소,,충청남도 논산시 부적면 부황리 121-22,36.213929340,127.153865874,,정상가동,400,380,60,2016,발전사업용,2016-07-06,충청남도 논산시 지역경제과,6737,2025-12-28,4540000,충청남도 논산시
푸른 태양광발전소,충청남도 논산시 성동면 성동로436번길 17-20,충청남도 논산시 성동면 정지리 480-11,36.208306820,127.049555600,,정상가동,95.76,380,60,2016,발전사업용,2016-06-13,충청남도 논산시 지역경제과,330,2025-12-28,4540000,충청남도 논산시
지희 태양광발전소,,충청남도 논산시 노성면 장구리 8-30,36.274413795,127.087823400,,정상가동,98.49,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,1458,2025-12-28,4540000,충청남도 논산시
위로 태양광발전소,,충청남도 논산시 노성면 장구리 8-15,36.274592335,127.087744500,,정상가동,98.49,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,1458,2025-12-28,4540000,충청남도 논산시
김봄 태양광발전소,충청남도 논산시 노성면 장마루로516번길 173-28,충청남도 논산시 노성면 장구리 8-29,36.274164540,127.087204289,,정상가동,98.49,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,1299,2025-12-28,4540000,충청남도 논산시
백야 태양광발전소,,충청남도 논산시 노성면 장구리 8-28,36.274344600,127.087077454,,정상가동,98.49,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,1299,2025-12-28,4540000,충청남도 논산시
YS 태양광발전소,,충청남도 논산시 노성면 장구리 8-8,36.274042228,127.086675164,,정상가동,98.49,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,1299,2025-12-28,4540000,충청남도 논산시
지훈1 태양광발전소,충청남도 논산시 광석면 논산평야로 1095,충청남도 논산시 광석면 사월리 14-2,36.249690990,127.109239900,,정상가동,96.48,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
대명 태양광발전소,충청남도 논산시 은진면 연은로134번길 33-2,충청남도 논산시 은진면 토양리 491,36.148246180,127.090084200,,정상가동,50,380,60,2016,발전사업용,2016-12-28,충청남도 논산시 지역경제과,312.96,2025-12-28,4540000,충청남도 논산시
정일 태양광발전소,,충청남도 논산시 상월면 대명리 266-107,36.307735290,127.180513400,,정상가동,225.33,380,60,2016,발전사업용,2016-11-30,충청남도 논산시 지역경제과,4066,2025-12-28,4540000,충청남도 논산시
청강 태양광발전소,,충청남도 논산시 가야곡면 등리 407-5,36.154251398,127.164941100,,정상가동,98.28,380,60,2016,발전사업용,2016-11-30,충청남도 논산시 지역경제과,1182,2025-12-28,4540000,충청남도 논산시
비전 태양광발전소,,충청남도 논산시 가야곡면 등리 407-5,36.154251398,127.164941100,,정상가동,98.28,380,60,2016,발전사업용,2016-11-30,충청남도 논산시 지역경제과,1182,2025-12-28,4540000,충청남도 논산시
광리2호 태양광발전소,,충청남도 논산시 은진면 용산리 164-2,36.169247190,127.120509100,,정상가동,296.4,380,60,2016,발전사업용,2016-11-30,충청남도 논산시 지역경제과,3160,2025-12-28,4540000,충청남도 논산시
지호 태양광발전소,,충청남도 논산시 가야곡면 등리 408-2,36.153702068,127.163659521,,정상가동,99,380,60,2016,발전사업용,2016-11-30,충청남도 논산시 지역경제과,1182,2025-12-28,4540000,충청남도 논산시
티원에너지,,충청남도 논산시 노성면 읍내리 487,36.262412390,127.117666145,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1533,2025-12-28,4540000,충청남도 논산시
티에이에너지,,충청남도 논산시 노성면 읍내리 487-3,36.262429030,127.118168600,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1309,2025-12-28,4540000,충청남도 논산시
티비에너지,,충청남도 논산시 노성면 읍내리 487-4,36.262525237,127.118710300,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1281,2025-12-28,4540000,충청남도 논산시
티시에너지,,충청남도 논산시 노성면 읍내리 487-7,36.262470970,127.119032800,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1335,2025-12-28,4540000,충청남도 논산시
티이에너지,,충청남도 논산시 노성면 읍내리 487-8,36.262445820,127.119289000,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1337,2025-12-28,4540000,충청남도 논산시
티지에너지,,충청남도 논산시 노성면 읍내리 487-9,36.262447620,127.119533800,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1365,2025-12-28,4540000,충청남도 논산시
티아이에너지,,충청남도 논산시 노성면 읍내리 487-10,36.262458840,127.119834200,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1474,2025-12-28,4540000,충청남도 논산시
티엘에너지,,충청남도 논산시 노성면 읍내리 487-5,36.262287380,127.118578600,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1119,2025-12-28,4540000,충청남도 논산시
티엠에너지,,충청남도 논산시 노성면 읍내리 487-6,36.262134920,127.118680500,,정상가동,99.2,380,60,2016,발전사업용,2016-11-23,충청남도 논산시 지역경제과,1527,2025-12-28,4540000,충청남도 논산시
완호 태양광발전소,,충청남도 논산시 가야곡면 등리 408-2,36.153702068,127.163659521,,정상가동,198,380,60,2016,발전사업용,2016-11-22,충청남도 논산시 지역경제과,1182,2025-12-28,4540000,충청남도 논산시
윤자 태양광발전소,,충청남도 논산시 가야곡면 등리 408-2,36.153702068,127.163659521,,정상가동,99,380,60,2016,발전사업용,2016-11-22,충청남도 논산시 지역경제과,1182,2025-12-28,4540000,충청남도 논산시
한민 태양광발전소,,충청남도 논산시 가야곡면 등리 408-2,36.153702068,127.163659521,,정상가동,99,380,60,2016,발전사업용,2016-11-22,충청남도 논산시 지역경제과,1182,2025-12-28,4540000,충청남도 논산시
삼산2리마을회 태양광발전소,충청남도 논산시 성동면 성동로238번길 34-2,충청남도 논산시 성동면 삼산리 245-3,36.197771360,127.031558300,,정상가동,19.84,380,60,2016,발전사업용,2016-10-17,충청남도 논산시 지역경제과,80,2025-12-28,4540000,충청남도 논산시
명성 태양광발전소,,충청남도 논산시 상월면 대명리 266-114,36.306643190,127.180279900,,정상가동,196.56,380,60,2016,발전사업용,2016-10-10,충청남도 논산시 지역경제과,3209,2025-12-28,4540000,충청남도 논산시
윤희 태양광2호,,충청남도 논산시 상월면 대명리 266-121,36.305836180,127.179564500,,정상가동,98.28,380,60,2016,발전사업용,2016-10-10,충청남도 논산시 지역경제과,1485,2025-12-28,4540000,충청남도 논산시
영숙 태양광,,충청남도 논산시 상월면 대명리 266-110,36.306196270,127.179505100,,정상가동,98.28,380,60,2016,발전사업용,2016-10-10,충청남도 논산시 지역경제과,1530,2025-12-28,4540000,충청남도 논산시
대명1호 태양광,,충청남도 논산시 상월면 대명리 266-122,36.305416885,127.179658200,,정상가동,98.28,380,60,2016,발전사업용,2016-10-04,충청남도 논산시 지역경제과,1605,2025-12-28,4540000,충청남도 논산시
가야곡면2호 태양광발전소,,충청남도 논산시 가야곡면 등리 48-5,36.149157320,127.176262600,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,1055,2025-12-28,4540000,충청남도 논산시
가야곡면1호 태양광발전소,,충청남도 논산시 가야곡면 등리 48-6,36.149006100,127.176553100,,정상가동,97.92,380,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,1312,2025-12-28,4540000,충청남도 논산시
반석 태양광발전소,충청남도 논산시 연무읍 감바위로 4,충청남도 논산시 연무읍 동산리 20-15,36.124264710,127.130341900,,정상가동,15.6,220,60,2017,발전사업용,2017-03-24,충청남도 논산시 지역경제과,98.4,2025-12-28,4540000,충청남도 논산시
㈜알루텍 논산공장 태양광발전소,충청남도 논산시 연무읍 원앙로503번길 127-32,충청남도 논산시 연무읍 양지리 625,36.122899050,127.143465400,,정상가동,498.96,380,60,2017,발전사업용,2017-03-07,충청남도 논산시 지역경제과,4968.05,2025-12-28,4540000,충청남도 논산시
홍익세상 태양광발전소,,충청남도 논산시 노성면 장구리 8-9,36.275717520,127.086316600,,정상가동,97.92,380,60,2017,발전사업용,2017-02-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
대화 태양광발전소,,충청남도 논산시 노성면 장구리 8-40,36.275837220,127.086476111,,정상가동,97.92,380,60,2017,발전사업용,2017-02-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
광윤 태양광발전소,,충청남도 논산시 노성면 장구리 8-9,36.275717520,127.086316600,,정상가동,97.92,380,60,2017,발전사업용,2017-02-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
연산 태양광발전소,,충청남도 논산시 노성면 장구리 8-45,36.275266081,127.086201570,,정상가동,97.92,380,60,2017,발전사업용,2017-02-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
아라 태양광발전소,,충청남도 논산시 노성면 장구리 8-9,36.275717520,127.086316600,,정상가동,97.92,380,60,2017,발전사업용,2017-02-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
삼보 태양광발전소,,충청남도 논산시 노성면 장구리 8-9,36.275717520,127.086316600,,정상가동,97.92,380,60,2017,발전사업용,2017-02-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
아림1호 태양광발전소,,충청남도 논산시 노성면 장구리 8-9,36.275717520,127.086316600,,정상가동,97.92,380,60,2017,발전사업용,2017-02-24,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
안산농원 태양광발전소,충청남도 논산시 광석면 논산평야로1119번길 100,충청남도 논산시 광석면 사월리 148-4,36.255916040,127.104061700,,정상가동,96.9,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,585.48,2025-12-28,4540000,충청남도 논산시
신교11호 태양광발전소,,충청남도 논산시 부적면 신교리 51-13,36.193328590,127.151751000,,정상가동,51.59,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,1035,2025-12-28,4540000,충청남도 논산시
평생감사 태양광발전소,,충청남도 논산시 부적면 신교리 51-12,36.193472630,127.151576273,,정상가동,101.43,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,1103.4,2025-12-28,4540000,충청남도 논산시
신교19호 태양광발전소,,충청남도 논산시 부적면 신교리 51-3,36.193840937,127.151580100,,정상가동,295.47,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,3508.3,2025-12-28,4540000,충청남도 논산시
우일 태양광발전소,,충청남도 논산시 노성면 읍내리 477,36.263737584,127.121904459,,정상가동,97.92,380,60,2017,발전사업용,2017-02-15,충청남도 논산시 지역경제과,574.27,2025-12-28,4540000,충청남도 논산시
